1,2026-06-01 06:08:42.482917,Empty,5,0,5,0,0,0
2,2026-06-01 06:08:47.419578,Empty,5,0,5,0,0,0
3,2026-06-01 06:08:53.277449,Empty,7,0,5,2,0,0
4,2026-06-01 06:08:59.109922,Empty,4,0,3,1,0,0
5,2026-06-01 06:09:04.306779,Empty,0,0,0,0,0,0
6,2026-06-01 06:09:08.665300,Empty,1,0,0,1,0,0
7,2026-06-01 06:09:14.100248,Empty,5,1,1,0,1,2
8,2026-06-01 06:09:18.798773,Empty,5,0,1,3,0,1
9,2026-06-01 06:09:24.032346,Empty,5,0,4,0,1,0
10,2026-06-01 06:09:29.321597,Empty,1,0,0,1,0,0
11,2026-06-01 06:09:32.670074,Empty,3,0,3,0,0,0
12,2026-06-01 06:09:37.733445,Empty,6,0,3,3,0,0
13,2026-06-01 06:09:42.850851,Low,9,0,5,3,0,1
14,2026-06-01 06:09:48.605209,Low,11,0,6,5,0,0
15,2026-06-01 06:09:54.486025,Empty,8,1,4,3,0,0
16,2026-06-01 06:10:00.292941,Empty,6,0,3,3,0,0
17,2026-06-01 06:10:05.505181,Empty,2,0,2,0,0,0
18,2026-06-01 06:10:10.401509,Empty,5,0,3,2,0,0
19,2026-06-01 06:10:16.254720,Empty,5,0,5,0,0,0
20,2026-06-01 06:10:19.194862,Empty,5,0,3,2,0,0
21,2026-06-01 06:10:23.161085,Empty,7,0,5,2,0,0
22,2026-06-01 06:10:28.018574,Empty,7,0,3,4,0,0
23,2026-06-01 06:10:32.834148,Empty,5,1,1,3,0,0
24,2026-06-01 06:10:37.724181,Empty,8,0,4,4,0,0
25,2026-06-01 06:10:41.346488,Empty,3,0,2,0,1,0
26,2026-06-01 06:10:46.284833,Empty,8,0,4,4,0,0
27,2026-06-01 06:10:52.080811,Empty,3,0,3,0,0,0
28,2026-06-01 06:10:58.008965,Empty,2,0,1,0,1,0
29,2026-06-01 06:11:03.721690,Empty,3,0,3,0,0,0
30,2026-06-01 06:11:09.120261,Empty,4,0,0,4,0,0
31,2026-06-01 06:11:14.272449,Empty,4,0,2,2,0,0
32,2026-06-01 06:11:17.424152,Empty,5,1,3,1,0,0
33,2026-06-01 06:11:23.161192,Empty,8,2,4,2,0,0
34,2026-06-01 06:11:28.365378,Empty,8,1,6,0,0,1
35,2026-06-01 06:11:33.115455,Empty,8,0,1,7,0,0
